reqId,testId,mode,model,coverage_score,support_score,objective_score
R103d,R103d_8,graph,gpt-4o-mini,0.25,0.6923,0.449
R103d,R103d_9,graph,gpt-4o-mini,0.5,0.7692,0.6211
R103d,R103d_10,graph,gpt-4o-mini,0.5,0.8571,0.6607
R61c,R61c_1,vector,gpt-4o-mini,0.5455,0.5714,0.5572
R61c,R61c_2,vector,gpt-4o-mini,0.5455,0.5833,0.5625
R61c,R61c_3,vector,gpt-4o-mini,0.5455,0.4615,0.5077
R61c,R61c_4,vector,gpt-4o-mini,0.5455,0.75,0.6375
R61c,R61c_5,vector,gpt-4o-mini,0.5455,0.4667,0.51
R61c,R61c_6,vector,gpt-4o-mini,0.5455,0.5714,0.5572
R61c,R61c_7,vector,gpt-4o-mini,0.5455,0.5333,0.54
R61c,R61c_8,vector,gpt-4o-mini,0.5455,0.5556,0.55
R61c,R61c_9,vector,gpt-4o-mini,0.5455,0.5333,0.54
R61c,R61c_10,vector,gpt-4o-mini,0.6364,0.5333,0.59
R24,R24_1,graph,gpt-4o-mini,0.875,0.6,0.7513
R24,R24_2,graph,gpt-4o-mini,0.75,0.6667,0.7125
R24,R24_3,graph,gpt-4o-mini,0.75,0.6364,0.6989
R24,R24_4,graph,gpt-4o-mini,0.875,0.6,0.7513
R24,R24_5,graph,gpt-4o-mini,0.75,0.6364,0.6989
R24,R24_6,graph,gpt-4o-mini,0.875,0.5455,0.7267
R24,R24_7,graph,gpt-4o-mini,0.625,0.3636,0.5074
R24,R24_8,graph,gpt-4o-mini,0.625,0.6923,0.6553
R24,R24_9,graph,gpt-4o-mini,0.875,0.6667,0.7813
R24,R24_10,graph,gpt-4o-mini,0.625,0.7,0.6587
R64,R64_1,graph,gpt-4o-mini,0.3,1.0,0.615
R64,R64_2,graph,gpt-4o-mini,0.3,1.0,0.615
R64,R64_3,graph,gpt-4o-mini,0.1,0.7143,0.3764
R64,R64_4,graph,gpt-4o-mini,0.1,0.5714,0.3121
R64,R64_5,graph,gpt-4o-mini,0.3,0.8,0.525
R64,R64_6,graph,gpt-4o-mini,0.3,0.8,0.525
R64,R64_7,graph,gpt-4o-mini,0.3,0.8333,0.54
R64,R64_8,graph,gpt-4o-mini,0.3,0.8333,0.54
R64,R64_9,graph,gpt-4o-mini,0.1,0.3333,0.205
R64,R64_10,graph,gpt-4o-mini,0.2,0.5,0.335
R80,R80_1,vector,gpt-4o-mini,0.2222,0.9091,0.5313
R80,R80_2,vector,gpt-4o-mini,0.2778,1.0,0.6028
R80,R80_3,vector,gpt-4o-mini,0.3889,0.6471,0.5051
R80,R80_4,vector,gpt-4o-mini,0.2222,0.9091,0.5313
R80,R80_5,vector,gpt-4o-mini,0.2778,0.8462,0.5336
R80,R80_6,vector,gpt-4o-mini,0.2778,0.7857,0.5064
R80,R80_7,vector,gpt-4o-mini,0.2778,0.6667,0.4528
R80,R80_8,vector,gpt-4o-mini,0.2222,0.4167,0.3097
R80,R80_9,vector,gpt-4o-mini,0.2778,0.5,0.3778
R80,R80_10,vector,gpt-4o-mini,0.3333,0.9167,0.5958
R87b,R87b_1,hybrid,gpt-4o-mini,0.5,0.7778,0.625
R87b,R87b_2,hybrid,gpt-4o-mini,0.5,0.7778,0.625
R87b,R87b_3,hybrid,gpt-4o-mini,0.5,0.7,0.59
R87b,R87b_4,hybrid,gpt-4o-mini,0.75,0.75,0.75
R87b,R87b_5,hybrid,gpt-4o-mini,0.5,0.6667,0.575
R87b,R87b_6,hybrid,gpt-4o-mini,0.5,0.8333,0.65
R87b,R87b_7,hybrid,gpt-4o-mini,0.5,0.8,0.635
R87b,R87b_8,hybrid,gpt-4o-mini,0.5,0.8182,0.6432
R87b,R87b_9,hybrid,gpt-4o-mini,0.5,0.7273,0.6023
R87b,R87b_10,hybrid,gpt-4o-mini,0.5,0.5263,0.5118
R34,R34_1,hybrid,gpt-4o-mini,0.75,0.9,0.8175
R34,R34_2,hybrid,gpt-4o-mini,0.75,0.8,0.7725
R34,R34_3,hybrid,gpt-4o-mini,0.75,0.8889,0.8125
R34,R34_4,hybrid,gpt-4o-mini,0.75,0.9412,0.836
R34,R34_5,hybrid,gpt-4o-mini,0.75,0.7143,0.7339
R34,R34_6,hybrid,gpt-4o-mini,0.75,0.8667,0.8025
R34,R34_7,hybrid,gpt-4o-mini,0.75,0.8235,0.7831
R34,R34_8,hybrid,gpt-4o-mini,0.8333,0.8077,0.8218
R34,R34_9,hybrid,gpt-4o-mini,0.8333,0.7619,0.8012
R34,R34_10,hybrid,gpt-4o-mini,0.5833,0.5294,0.559
R92c,R92c_1,hybrid,gpt-4o-mini,0.7,0.7692,0.7311
R92c,R92c_2,hybrid,gpt-4o-mini,0.7,0.7857,0.7386
R92c,R92c_3,hybrid,gpt-4o-mini,0.4,0.7333,0.55
R92c,R92c_4,hybrid,gpt-4o-mini,0.7,0.7857,0.7386
R92c,R92c_5,hybrid,gpt-4o-mini,0.3,0.7333,0.495
R92c,R92c_6,hybrid,gpt-4o-mini,0.7,0.625,0.6663
R92c,R92c_7,hybrid,gpt-4o-mini,0.5,0.6667,0.575
R92c,R92c_8,hybrid,gpt-4o-mini,0.7,0.7857,0.7386
R92c,R92c_9,hybrid,gpt-4o-mini,0.3,0.6154,0.4419
R92c,R92c_10,hybrid,gpt-4o-mini,0.6,0.6429,0.6193
R37,R37_1,hybrid,gpt-4o-mini,0.6667,0.6429,0.656
R37,R37_2,hybrid,gpt-4o-mini,1.0,0.8333,0.925
R37,R37_3,hybrid,gpt-4o-mini,0.3333,0.5385,0.4256
R37,R37_4,hybrid,gpt-4o-mini,1.0,0.5333,0.79
R37,R37_5,hybrid,gpt-4o-mini,0.3333,0.75,0.5208
R37,R37_6,hybrid,gpt-4o-mini,0.3333,0.6429,0.4726
R37,R37_7,hybrid,gpt-4o-mini,1.0,0.5833,0.8125
R37,R37_8,hybrid,gpt-4o-mini,0.6667,0.625,0.6479
R37,R37_9,hybrid,gpt-4o-mini,0.0,0.3333,0.15
R37,R37_10,hybrid,gpt-4o-mini,0.0,0.5,0.225
R44,R44_1,vector,gpt-4o-mini,0.4667,0.9091,0.6658
R44,R44_2,vector,gpt-4o-mini,0.4667,0.9167,0.6692
R44,R44_3,vector,gpt-4o-mini,0.4667,0.9167,0.6692
R44,R44_4,vector,gpt-4o-mini,0.4667,0.9167,0.6692
R44,R44_5,vector,gpt-4o-mini,0.5333,0.5,0.5183
R44,R44_6,vector,gpt-4o-mini,0.5333,0.8182,0.6615
R44,R44_7,vector,gpt-4o-mini,0.4667,0.6316,0.5409
R44,R44_8,vector,gpt-4o-mini,0.4,0.4118,0.4053
R44,R44_9,vector,gpt-4o-mini,0.4667,0.7273,0.584
R44,R44_10,vector,gpt-4o-mini,0.4667,0.7273,0.584
R63,R63_1,hybrid,gpt-4o-mini,0.1053,0.6364,0.3443
R63,R63_2,hybrid,gpt-4o-mini,0.1053,0.7143,0.3794
R63,R63_3,hybrid,gpt-4o-mini,0.1053,0.8571,0.4436
R63,R63_4,hybrid,gpt-4o-mini,0.2105,0.7143,0.4372
R63,R63_5,hybrid,gpt-4o-mini,0.1579,0.875,0.4806
R63,R63_6,hybrid,gpt-4o-mini,0.1053,0.75,0.3954
R63,R63_7,hybrid,gpt-4o-mini,0.1053,0.6923,0.3695
R63,R63_8,hybrid,gpt-4o-mini,0.1053,0.8,0.4179
R63,R63_9,hybrid,gpt-4o-mini,0.3684,0.8462,0.5834
R63,R63_10,hybrid,gpt-4o-mini,0.1053,0.5,0.2829
R50,R50_1,graph,gpt-4o-mini,0.5556,0.8235,0.6762
R50,R50_2,graph,gpt-4o-mini,0.4444,0.6429,0.5337
R50,R50_3,graph,gpt-4o-mini,0.4444,1.0,0.6944
R50,R50_4,graph,gpt-4o-mini,0.4444,0.7273,0.5717
R50,R50_5,graph,gpt-4o-mini,0.6667,0.6923,0.6782
R50,R50_6,graph,gpt-4o-mini,0.4444,0.7333,0.5744
R50,R50_7,graph,gpt-4o-mini,0.4444,0.8889,0.6444
R50,R50_8,graph,gpt-4o-mini,0.4444,0.8333,0.6194
R50,R50_9,graph,gpt-4o-mini,0.4444,0.7692,0.5906
R50,R50_10,graph,gpt-4o-mini,0.5556,0.7333,0.6356
R29,R29_1,hybrid,gpt-4o-mini,0.3125,0.8333,0.5469
R29,R29_2,hybrid,gpt-4o-mini,0.375,0.8571,0.5919
R29,R29_3,hybrid,gpt-4o-mini,0.375,0.7692,0.5524
R29,R29_4,hybrid,gpt-4o-mini,0.3125,1.0,0.6219
R29,R29_5,hybrid,gpt-4o-mini,0.25,0.7333,0.4675
R29,R29_6,hybrid,gpt-4o-mini,0.5625,0.7692,0.6555
R29,R29_7,hybrid,gpt-4o-mini,0.3125,0.8571,0.5576
R29,R29_8,hybrid,gpt-4o-mini,0.375,0.9091,0.6153
R29,R29_9,hybrid,gpt-4o-mini,0.375,0.75,0.5438
R29,R29_10,hybrid,gpt-4o-mini,0.3125,0.8667,0.5619
R102d,R102d_1,hybrid,gpt-4o-mini,0.75,0.75,0.75
R102d,R102d_2,hybrid,gpt-4o-mini,0.75,0.8333,0.7875
R102d,R102d_3,hybrid,gpt-4o-mini,0.75,0.7143,0.7339
R102d,R102d_4,hybrid,gpt-4o-mini,0.75,0.8182,0.7807
R102d,R102d_5,hybrid,gpt-4o-mini,0.75,0.4706,0.6243
R102d,R102d_6,hybrid,gpt-4o-mini,0.75,0.3846,0.5856
R102d,R102d_7,hybrid,gpt-4o-mini,0.75,0.5333,0.6525
R102d,R102d_8,hybrid,gpt-4o-mini,0.75,0.4,0.5925
R102d,R102d_9,hybrid,gpt-4o-mini,0.75,0.4,0.5925
R102d,R102d_10,hybrid,gpt-4o-mini,1.0,0.8333,0.925
R97b,R97b_1,hybrid,gpt-4o-mini,0.5,0.4286,0.4679
R97b,R97b_2,hybrid,gpt-4o-mini,0.75,0.8,0.7725
R97b,R97b_3,hybrid,gpt-4o-mini,0.0,0.5556,0.25
R97b,R97b_4,hybrid,gpt-4o-mini,0.5,0.25,0.3875
R97b,R97b_5,hybrid,gpt-4o-mini,0.5,0.3636,0.4386
R97b,R97b_6,hybrid,gpt-4o-mini,0.75,0.625,0.6938
R97b,R97b_7,hybrid,gpt-4o-mini,0.5,0.2857,0.4036
R97b,R97b_8,hybrid,gpt-4o-mini,0.5,0.375,0.4438
R97b,R97b_9,hybrid,gpt-4o-mini,0.5,0.4,0.455
R97b,R97b_10,hybrid,gpt-4o-mini,0.75,0.5833,0.675
R83b,R83b_1,vector,gpt-4o-mini,0.6,0.6429,0.6193
R83b,R83b_2,vector,gpt-4o-mini,0.6,0.5,0.555
R83b,R83b_3,vector,gpt-4o-mini,0.6,0.5714,0.5871
R83b,R83b_4,vector,gpt-4o-mini,0.6,0.5,0.555
R83b,R83b_5,vector,gpt-4o-mini,0.8,0.6,0.71
R83b,R83b_6,vector,gpt-4o-mini,0.6,0.5,0.555
R83b,R83b_7,vector,gpt-4o-mini,0.6,0.4667,0.54
R83b,R83b_8,vector,gpt-4o-mini,0.8,0.6,0.71
R83b,R83b_9,vector,gpt-4o-mini,0.6,0.4,0.51
R83b,R83b_10,vector,gpt-4o-mini,0.6,0.5625,0.5831
R25,R25_1,hybrid,gpt-4o-mini,0.5333,0.8333,0.6683
R25,R25_2,hybrid,gpt-4o-mini,0.3667,0.4615,0.4094
R25,R25_3,hybrid,gpt-4o-mini,0.3667,0.5,0.4267
R25,R25_4,hybrid,gpt-4o-mini,0.3667,0.5,0.4267
R25,R25_5,hybrid,gpt-4o-mini,0.5,0.7692,0.6211
R25,R25_6,hybrid,gpt-4o-mini,0.5,0.6667,0.575
R25,R25_7,hybrid,gpt-4o-mini,0.5333,0.7857,0.6469
R25,R25_8,hybrid,gpt-4o-mini,0.5333,0.8,0.6533
R25,R25_9,hybrid,gpt-4o-mini,0.3,0.5,0.39
R25,R25_10,hybrid,gpt-4o-mini,0.5333,0.7368,0.6249
R5,R5_1,graph,gpt-4o-mini,0.6,0.6667,0.63
R5,R5_2,graph,gpt-4o-mini,0.8,0.6923,0.7515
R5,R5_3,graph,gpt-4o-mini,0.6,1.0,0.78
R5,R5_4,graph,gpt-4o-mini,0.1,0.7143,0.3764
R5,R5_5,graph,gpt-4o-mini,0.8,0.6923,0.7515
R5,R5_6,graph,gpt-4o-mini,0.6,0.6364,0.6164
R5,R5_7,graph,gpt-4o-mini,0.7,0.5385,0.6273
R5,R5_8,graph,gpt-4o-mini,0.6,0.8,0.69
R5,R5_9,graph,gpt-4o-mini,0.7,0.6667,0.685
R5,R5_10,graph,gpt-4o-mini,0.6,0.4444,0.53
R4,R4_1,hybrid,gpt-4o-mini,0.0,0.0,0.0
R4,R4_2,hybrid,gpt-4o-mini,0.0,0.0,0.0
R4,R4_3,hybrid,gpt-4o-mini,0.0,0.0,0.0
R4,R4_4,hybrid,gpt-4o-mini,0.0,0.0,0.0
R4,R4_5,hybrid,gpt-4o-mini,0.0,0.1429,0.0643
R4,R4_6,hybrid,gpt-4o-mini,0.0,0.0,0.0
R4,R4_7,hybrid,gpt-4o-mini,0.0,0.0,0.0
R4,R4_8,hybrid,gpt-4o-mini,0.0,0.0,0.0
R4,R4_9,hybrid,gpt-4o-mini,0.0,0.0,0.0
R4,R4_10,hybrid,gpt-4o-mini,0.0,0.0667,0.03
R64,R64_1,vector,gpt-4o-mini,0.3,1.0,0.615
R64,R64_2,vector,gpt-4o-mini,0.3,1.0,0.615
R64,R64_3,vector,gpt-4o-mini,0.3,0.8333,0.54
R64,R64_4,vector,gpt-4o-mini,0.3,0.6,0.435
R64,R64_5,vector,gpt-4o-mini,0.3,0.6,0.435
R64,R64_6,vector,gpt-4o-mini,0.3,0.8,0.525
R64,R64_7,vector,gpt-4o-mini,0.3,0.8,0.525
R64,R64_8,vector,gpt-4o-mini,0.3,0.8333,0.54
R64,R64_9,vector,gpt-4o-mini,0.3,0.9231,0.5804
R64,R64_10,vector,gpt-4o-mini,0.3,0.9231,0.5804
R71b,R71b_1,hybrid,gpt-4o-mini,0.5,0.7857,0.6286
R71b,R71b_2,hybrid,gpt-4o-mini,0.45,0.8125,0.6131
R71b,R71b_3,hybrid,gpt-4o-mini,0.25,0.5833,0.4
R71b,R71b_4,hybrid,gpt-4o-mini,0.5,0.6667,0.575
R71b,R71b_5,hybrid,gpt-4o-mini,0.3,0.75,0.5025
R71b,R71b_6,hybrid,gpt-4o-mini,0.25,0.4167,0.325
R71b,R71b_7,hybrid,gpt-4o-mini,0.4,0.7778,0.57
R71b,R71b_8,hybrid,gpt-4o-mini,0.3,0.7,0.48
R71b,R71b_9,hybrid,gpt-4o-mini,0.35,0.75,0.53
R71b,R71b_10,hybrid,gpt-4o-mini,0.25,0.5833,0.4
R29,R29_1,vector,gpt-4o-mini,0.375,0.8182,0.5744
R29,R29_2,vector,gpt-4o-mini,0.3125,0.75,0.5094
R29,R29_3,vector,gpt-4o-mini,0.5,0.9167,0.6875
R29,R29_4,vector,gpt-4o-mini,0.25,0.6667,0.4375
R29,R29_5,vector,gpt-4o-mini,0.3125,0.7273,0.4992
R29,R29_6,vector,gpt-4o-mini,0.3125,0.6154,0.4488
R29,R29_7,vector,gpt-4o-mini,0.4375,0.625,0.5219
R29,R29_8,vector,gpt-4o-mini,0.5,0.7692,0.6211
R29,R29_9,vector,gpt-4o-mini,0.4375,0.8462,0.6214
R29,R29_10,vector,gpt-4o-mini,0.25,0.6154,0.4144
R6,R6_1,graph,gpt-4o-mini,0.5,0.4545,0.4795
R6,R6_2,graph,gpt-4o-mini,0.5,0.6,0.545
R6,R6_3,graph,gpt-4o-mini,0.5,0.4,0.455
R6,R6_4,graph,gpt-4o-mini,0.25,0.9,0.5425
R6,R6_5,graph,gpt-4o-mini,0.5,0.4375,0.4719
R6,R6_6,graph,gpt-4o-mini,0.5,0.5714,0.5321
R6,R6_7,graph,gpt-4o-mini,0.5,0.5333,0.515
R6,R6_8,graph,gpt-4o-mini,0.5,0.5714,0.5321
R6,R6_9,graph,gpt-4o-mini,0.5,0.5833,0.5375
R6,R6_10,graph,gpt-4o-mini,0.5,0.6364,0.5614
R72,R72_1,graph,gpt-4o-mini,0.5,0.7273,0.6023
R72,R72_2,graph,gpt-4o-mini,0.5,0.9333,0.695
R72,R72_3,graph,gpt-4o-mini,0.625,0.9286,0.7616
R72,R72_4,graph,gpt-4o-mini,0.0,0.3333,0.15
R72,R72_5,graph,gpt-4o-mini,0.25,0.5385,0.3798
R72,R72_6,graph,gpt-4o-mini,0.5,0.7857,0.6286
R72,R72_7,graph,gpt-4o-mini,0.125,0.5,0.2938
R72,R72_8,graph,gpt-4o-mini,0.125,0.5455,0.3142
R72,R72_9,graph,gpt-4o-mini,0.125,0.3077,0.2072
R72,R72_10,graph,gpt-4o-mini,0.375,0.6923,0.5178
R26,R26_1,hybrid,gpt-4o-mini,0.4286,0.8,0.5957
R26,R26_2,hybrid,gpt-4o-mini,0.7143,0.9,0.7979
R26,R26_3,hybrid,gpt-4o-mini,0.7143,0.8889,0.7929
R26,R26_4,hybrid,gpt-4o-mini,0.7143,0.8889,0.7929
R26,R26_5,hybrid,gpt-4o-mini,0.4286,0.7,0.5507
R26,R26_6,hybrid,gpt-4o-mini,0.5714,0.5455,0.5597
R26,R26_7,hybrid,gpt-4o-mini,0.4286,0.8,0.5957
R26,R26_8,hybrid,gpt-4o-mini,0.7143,0.7857,0.7464
R26,R26_9,hybrid,gpt-4o-mini,0.4286,0.8182,0.6039
R26,R26_10,hybrid,gpt-4o-mini,0.7143,0.75,0.7304
R72,R72_1,hybrid,gpt-4o-mini,0.25,0.875,0.5312
R72,R72_2,hybrid,gpt-4o-mini,0.5,0.4545,0.4795
R72,R72_3,hybrid,gpt-4o-mini,0.5,0.875,0.6687
R72,R72_4,hybrid,gpt-4o-mini,0.5,0.75,0.6125
R72,R72_5,hybrid,gpt-4o-mini,0.125,0.3333,0.2187
R72,R72_6,hybrid,gpt-4o-mini,0.125,0.6,0.3387
R72,R72_7,hybrid,gpt-4o-mini,0.375,0.7273,0.5335
R72,R72_8,hybrid,gpt-4o-mini,0.25,0.4444,0.3375
R72,R72_9,hybrid,gpt-4o-mini,0.125,0.4615,0.2764
R72,R72_10,hybrid,gpt-4o-mini,0.375,0.5,0.4313
R87b,R87b_1,vector,gpt-4o-mini,0.5,0.4615,0.4827
R87b,R87b_2,vector,gpt-4o-mini,0.5,0.5,0.5
R87b,R87b_3,vector,gpt-4o-mini,0.75,0.5385,0.6548
R87b,R87b_4,vector,gpt-4o-mini,0.75,0.6,0.6825
R87b,R87b_5,vector,gpt-4o-mini,0.5,0.4667,0.485
R87b,R87b_6,vector,gpt-4o-mini,0.75,0.6154,0.6894
R87b,R87b_7,vector,gpt-4o-mini,0.5,0.5833,0.5375
R87b,R87b_8,vector,gpt-4o-mini,0.5,0.6923,0.5865
R87b,R87b_9,vector,gpt-4o-mini,0.75,0.6154,0.6894
R87b,R87b_10,vector,gpt-4o-mini,0.75,0.6667,0.7125
R21,R21_1,vector,gpt-4o-mini,1.0,0.619,0.8286
R21,R21_2,vector,gpt-4o-mini,1.0,0.55,0.7975
R21,R21_3,vector,gpt-4o-mini,1.0,0.2778,0.675
R21,R21_4,vector,gpt-4o-mini,1.0,0.3333,0.7
R21,R21_5,vector,gpt-4o-mini,1.0,0.4783,0.7652
R21,R21_6,vector,gpt-4o-mini,1.0,0.45,0.7525
R83b,R83b_1,hybrid,gpt-4o-mini,0.6,0.625,0.6113
R83b,R83b_2,hybrid,gpt-4o-mini,0.6,0.7778,0.68
R83b,R83b_3,hybrid,gpt-4o-mini,0.6,1.0,0.78
R83b,R83b_4,hybrid,gpt-4o-mini,0.6,0.6,0.6
R83b,R83b_5,hybrid,gpt-4o-mini,0.6,0.7273,0.6573
R83b,R83b_6,hybrid,gpt-4o-mini,0.4,0.75,0.5575
R83b,R83b_7,hybrid,gpt-4o-mini,0.6,0.7,0.645
R83b,R83b_8,hybrid,gpt-4o-mini,1.0,0.7778,0.9
R83b,R83b_9,hybrid,gpt-4o-mini,0.6,0.5714,0.5871
R83b,R83b_10,hybrid,gpt-4o-mini,0.6,1.0,0.78
R30,R30_1,hybrid,gpt-4o-mini,1.0,0.6667,0.85
R30,R30_2,hybrid,gpt-4o-mini,1.0,0.5882,0.8147
R30,R30_3,hybrid,gpt-4o-mini,1.0,0.5833,0.8125
R30,R30_4,hybrid,gpt-4o-mini,1.0,0.625,0.8313
R30,R30_5,hybrid,gpt-4o-mini,1.0,0.5,0.775
R30,R30_6,hybrid,gpt-4o-mini,1.0,0.5714,0.8071
R30,R30_7,hybrid,gpt-4o-mini,1.0,0.5714,0.8071
R30,R30_8,hybrid,gpt-4o-mini,1.0,0.5,0.775
R30,R30_9,hybrid,gpt-4o-mini,1.0,0.5294,0.7882
R30,R30_10,hybrid,gpt-4o-mini,1.0,0.6875,0.8594
R70,R70_1,vector,gpt-4o-mini,0.3077,0.8333,0.5442
R70,R70_2,vector,gpt-4o-mini,0.3077,0.8333,0.5442
R70,R70_3,vector,gpt-4o-mini,0.3077,0.8571,0.5549
R70,R70_4,vector,gpt-4o-mini,0.3077,0.75,0.5067
R70,R70_5,vector,gpt-4o-mini,0.3077,0.7778,0.5192
R70,R70_6,vector,gpt-4o-mini,0.3077,0.5714,0.4264
R70,R70_7,vector,gpt-4o-mini,0.3077,0.5714,0.4264
R70,R70_8,vector,gpt-4o-mini,0.3077,0.75,0.5067
R70,R70_9,vector,gpt-4o-mini,0.3077,0.75,0.5067
R70,R70_10,vector,gpt-4o-mini,0.3077,0.7778,0.5192
R26,R26_1,vector,gpt-4o-mini,0.4286,0.8,0.5957
R26,R26_2,vector,gpt-4o-mini,0.7143,0.9,0.7979
R26,R26_3,vector,gpt-4o-mini,0.7143,0.8889,0.7929
R26,R26_4,vector,gpt-4o-mini,0.7143,0.8889,0.7929
R26,R26_5,vector,gpt-4o-mini,0.4286,0.7,0.5507
R26,R26_6,vector,gpt-4o-mini,0.5714,0.5455,0.5597
R26,R26_7,vector,gpt-4o-mini,0.4286,0.5556,0.4858
R26,R26_8,vector,gpt-4o-mini,0.7143,0.625,0.6741
R26,R26_9,vector,gpt-4o-mini,0.5714,0.7,0.6293
R26,R26_10,vector,gpt-4o-mini,0.7143,0.7,0.7079
R79b,R79b_1,vector,gpt-4o-mini,0.6,1.0,0.78
R79b,R79b_2,vector,gpt-4o-mini,0.6,0.8,0.69
R79b,R79b_3,vector,gpt-4o-mini,0.6,0.8462,0.7108
R79b,R79b_4,vector,gpt-4o-mini,0.6,0.8182,0.6982
R79b,R79b_5,vector,gpt-4o-mini,0.6,0.5,0.555
R79b,R79b_6,vector,gpt-4o-mini,0.6,0.7273,0.6573
R79b,R79b_7,vector,gpt-4o-mini,0.6,0.6875,0.6394
R79b,R79b_8,vector,gpt-4o-mini,0.6,0.9231,0.7454
R79b,R79b_9,vector,gpt-4o-mini,0.6,0.875,0.7238
R79b,R79b_10,vector,gpt-4o-mini,0.6,0.7692,0.6761
R70,R70_1,hybrid,gpt-4o-mini,0.6154,0.8571,0.7242
R70,R70_2,hybrid,gpt-4o-mini,0.6154,0.8421,0.7174
R70,R70_3,hybrid,gpt-4o-mini,0.6154,0.8,0.6985
R70,R70_4,hybrid,gpt-4o-mini,0.6154,0.7857,0.692
R70,R70_5,hybrid,gpt-4o-mini,0.6154,0.7857,0.692
R70,R70_6,hybrid,gpt-4o-mini,0.6154,0.7857,0.692
R70,R70_7,hybrid,gpt-4o-mini,0.6154,0.6842,0.6464
R70,R70_8,hybrid,gpt-4o-mini,0.6154,0.875,0.7322
R70,R70_9,hybrid,gpt-4o-mini,0.6154,0.6875,0.6478
R70,R70_10,hybrid,gpt-4o-mini,0.6154,0.75,0.676
R43,R43_1,graph,gpt-4o-mini,0.0,0.2308,0.1039
R43,R43_2,graph,gpt-4o-mini,0.0,0.3077,0.1385
R43,R43_3,graph,gpt-4o-mini,0.0,0.2727,0.1227
R43,R43_4,graph,gpt-4o-mini,0.0,0.2,0.09
R43,R43_5,graph,gpt-4o-mini,0.0,0.3077,0.1385
R43,R43_6,graph,gpt-4o-mini,0.0,0.3077,0.1385
R43,R43_7,graph,gpt-4o-mini,0.0,0.2308,0.1039
R43,R43_8,graph,gpt-4o-mini,0.0,0.2667,0.12
R43,R43_9,graph,gpt-4o-mini,0.0,0.3333,0.15
R43,R43_10,graph,gpt-4o-mini,0.0,0.25,0.1125
R61,R61_1,vector,gpt-4o-mini,1.0,0.7778,0.9
R61,R61_2,vector,gpt-4o-mini,1.0,0.8,0.91
R61,R61_3,vector,gpt-4o-mini,1.0,0.7857,0.9036
R61,R61_4,vector,gpt-4o-mini,1.0,0.75,0.8875
R61,R61_5,vector,gpt-4o-mini,1.0,0.5556,0.8
R61,R61_6,vector,gpt-4o-mini,1.0,0.7273,0.8773
R61,R61_7,vector,gpt-4o-mini,1.0,0.5385,0.7923
R61,R61_8,vector,gpt-4o-mini,1.0,0.625,0.8313
R61,R61_9,vector,gpt-4o-mini,1.0,0.375,0.7188
R61,R61_10,vector,gpt-4o-mini,1.0,0.6364,0.8364
R61,R61_1,graph,gpt-4o-mini,0.0,0.5333,0.24
R61,R61_2,graph,gpt-4o-mini,1.0,0.7647,0.8941
R61,R61_3,graph,gpt-4o-mini,1.0,0.6923,0.8615
R61,R61_4,graph,gpt-4o-mini,1.0,0.8125,0.9156
R61,R61_5,graph,gpt-4o-mini,1.0,0.7895,0.9053
R61,R61_6,graph,gpt-4o-mini,0.0,0.5789,0.2605
R61,R61_7,graph,gpt-4o-mini,1.0,0.7222,0.875
R61,R61_8,graph,gpt-4o-mini,1.0,0.8667,0.94
R61,R61_9,graph,gpt-4o-mini,1.0,0.6154,0.8269
R62,R62_1,hybrid,gpt-4o-mini,0.25,0.7692,0.4836
R62,R62_2,hybrid,gpt-4o-mini,0.25,0.6154,0.4144
R62,R62_3,hybrid,gpt-4o-mini,0.2083,0.5455,0.36
R62,R62_4,hybrid,gpt-4o-mini,0.0,0.5385,0.2423
R62,R62_5,hybrid,gpt-4o-mini,0.25,0.6,0.4075
R62,R62_6,hybrid,gpt-4o-mini,0.2083,0.5,0.3396
R62,R62_7,hybrid,gpt-4o-mini,0.4583,0.75,0.5896
R62,R62_8,hybrid,gpt-4o-mini,0.4583,0.75,0.5896
R62,R62_9,hybrid,gpt-4o-mini,0.2083,0.6364,0.4009
R62,R62_10,hybrid,gpt-4o-mini,0.0,0.5,0.225
R82b,R82b_1,vector,gpt-4o-mini,0.5,0.7143,0.5964
R82b,R82b_2,vector,gpt-4o-mini,0.0,0.4444,0.2
R82b,R82b_3,vector,gpt-4o-mini,0.125,0.7857,0.4223
R82b,R82b_4,vector,gpt-4o-mini,0.625,0.7333,0.6737
R82b,R82b_5,vector,gpt-4o-mini,0.5,0.4545,0.4795
R82b,R82b_6,vector,gpt-4o-mini,0.625,0.8,0.7038
R82b,R82b_7,vector,gpt-4o-mini,0.375,0.6667,0.5063
R82b,R82b_8,vector,gpt-4o-mini,0.5,0.45,0.4775
R82b,R82b_9,vector,gpt-4o-mini,0.375,0.5455,0.4517
R82b,R82b_10,vector,gpt-4o-mini,0.375,0.5385,0.4486
R25,R25_1,graph,gpt-4o-mini,0.4333,0.8182,0.6065
R25,R25_2,graph,gpt-4o-mini,0.3667,0.4167,0.3892
R25,R25_3,graph,gpt-4o-mini,0.3667,0.5,0.4267
R25,R25_4,graph,gpt-4o-mini,0.3667,0.5,0.4267
R25,R25_5,graph,gpt-4o-mini,0.4667,0.6875,0.5661
R25,R25_6,graph,gpt-4o-mini,0.4333,0.7857,0.5919
R25,R25_7,graph,gpt-4o-mini,0.3333,0.4667,0.3933
R25,R25_8,graph,gpt-4o-mini,0.4333,0.7143,0.5598
