sample_id,reqId,model,mode,testId,element_type,element_text,evidence_window,full_evidence,window_is_fallback,anchor_terms_in_window,gherkin_test,matcher_verdict,human_verdict,notes
28,R51,claude-haiku-4-5-20251001,vector,R51_1,conflict,Availability calculation logic,"storage, and user-facing display. International billing and currency presentation should be treated as a related operational concern, but must not silently override the core pricing logic."",
    ""status"": ""In Progress"",
    ""comments"": [
      {
        ""author"": ""Developer Dave"",
        ""timestamp"": ""2026-03-01T10:00:00Z"",
        ""text"": ""The current specification defines correctness expectations for the total, but it does not fully spell out how edge-case fractions should be handled at each calculation stage. I started with a simplified approach for partial-unit handling, but this ne

[8] source=0c02b362bc44df63 type=SrcChunk hops=0 score=0.6528 chunk=0c02b362bc44df63 doc=TOOLCHAIN-CONF-AVAILABILITY-01.md rel=VECTOR_SIMILARITY
# Documentum ID: TOOLCHAIN-CONF-AVAILABILITY-01
# Description: Availability Management
# Status: Effective

## 4. Availability Management

## 4.1 Availability Calculation
## 4.1.1 The system shall calculate item availability based on existing rent records.
##",False,False,3,"Given an equipment item of Category A
And the equipment is currently rented
When the rental end date is reached
Then the equipment status shall transition to 'Maintenance'
And the maintenance duration shall be determined by the Maintenance Matrix for Category A",integration_miss,SUBTHRESHOLD_PARAPHRASE,
29,R60c,gpt-4o-mini,vector,R60c_9,conflict,EMAIL_MARKETING_Newsletter_Force.txt,"rrent specification, while keeping field naming consistent across the product and warehouse-facing terminology."",
    ""status"": ""In Progress"",
    ""comments"": [
      {
        ""author"": ""QA Marta"",
        ""timestamp"": ""2026-02-25T14:00:00Z"",
        ""text"": ""Please confirm which identifier wording should appear in outbound messages. The specification and the warehouse-facing screens do not use exactly th

[6] source=af22485c3c34f13c type=SrcChunk hops=0 score=0.6338 chunk=af22485c3c34f13c doc=EMAIL_LEGAL_GDPR_Compliance.txt rel=VECTOR_SIMILARITY
From: it_lead@toolchain.com
To: pm_team@toolchain.com, dev_leads@toolchain.com
Date: 2026-02-18 14:45
Subject: Registration consent flow must be revised before launch

Hi All,

During the latest compliance review, Legal raised a blocking concern regarding how consent is collected in the registration journey.

At the moment, the current approach appears to bundle multiple legal acknowledgements too closely. For launch readiness, users need to ",False,False,2,"Feature: Notification Preference Enforcement
  Scenario: User changes notification preferences
    Given the user has changed their notification preference
    When the change is saved
    Then the system should log the change in notification preferences",integration_miss,UNREFLECTED,
30,R4,claude-haiku-4-5-20251001,hybrid,R4_6,supersede,Basic login without MFA,"d.'"",
  ""comments"": [
    {
      ""author"": ""UX Writer Nora"",
      ""timestamp"": ""2026-02-17T09:30:00Z"",
      ""text"": ""Generic messages lead to high drop-off rates. Users think the system is broken if they don't get a specific reason for failure.""
    }
  ]
},
{
  ""ticket_id"": ""JIRA-Auth-116"",
  ""summary"": ""Initial login implementation without MFA"",
  ""description"": ""The first implementation of the login endpoint will support email and password authentication only. Multi-factor authentication (MFA) is part of the security roadmap, but will not be implemented in this sprint. Future iterations should extend the authentication flow to support a second factor when enabled."",
  ""comments"": [
    {
      ""author"": ""Developer Dave"",
      ""timestamp"": ""2026-02-18T10:00:00Z"",
      ""text"": ""Login logic is ready. MFA is not part of this sprint,

[5] source=I8 type=Implementation hops=1 rel=VIOLATES_REQUIREMENT
Basic login without MFA

[6] source=A5 type=Actor/SrcChunk hops=2 chunk=a063be533a62",False,False,3,"Feature: MFA Configuration Security
  Scenario: MFA configuration changes require authentication
    Given a user is logged into their account
    When the user navigates to security settings
    And the user attempts to change MFA configuration
    Then the system shall require the user to re-authenticate
    And the user provides valid credentials
    And the system verifies the authentication
    Then the system shall allow the MFA configuration change
    And the system shall log the configuration change event",integration_miss,UNREFLECTED,
31,R51,gpt-4o-mini,hybrid,R51_3,conflict,Availability calculation logic,"storage, and user-facing display. International billing and currency presentation should be treated as a related operational concern, but must not silently override the core pricing logic."",
    ""status"": ""In Progress"",
    ""comments"": [
      {
        ""author"": ""Developer Dave"",
        ""timestamp"": ""2026-03-01T10:00:00Z"",
        ""text"": ""The current specification defines correctness expectations for the total, but it does not fully spell out how edge-case fractions should be handled at each calculation stage. I started with a simplified approach for partial-unit handling, but this ne

[32] source=0c02b362bc44df63 type=SrcChunk hops=0 score=0.6528 chunk=0c02b362bc44df63 doc=TOOLCHAIN-CONF-AVAILABILITY-01.md rel=VECTOR_SIMILARITY
# Documentum ID: TOOLCHAIN-CONF-AVAILABILITY-01
# Description: Availability Management
# Status: Effective

## 4. Availability Management

## 4.1 Availability Calculation
## 4.1.1 The system shall calculate item availability based on existing rent records.
#",False,False,3,"Feature: Category-specific Post-rent Buffer
  Scenario: Implement category-specific buffer
    Given the equipment category is specified
    When the post-rent buffer is applied
    Then the buffer should vary based on the equipment category",integration_miss,SUBTHRESHOLD_PARAPHRASE,
32,R58c,claude-haiku-4-5-20251001,graph,R58c_3,conflict,EMAIL_MARKETING_Newsletter_Force.txt,"[1] source=R58c type=Requirement/SrcChunk hops=0 chunk=71a9b59bdfea7f2f doc=EMAIL_MARKETING_Newsletter_Force.txt rel=TARGET
From: marketing@toolchain.com
Date: 2026-02-26 16:00
Subject: Question about promotional content in reminder communications

Hi Team,

For the beta period, Marketing would like to explore whether reminder-style emails could also carry a small promotional or onboarding message, instead of treating product messaging and operational reminders as completely separate streams.

Before we move in that direction, we need guidance on how this should interac",False,False,2,"Feature: Notification Preference Application
  Scenario: System applies preference for rent approval notifications
    Given a user has disabled notifications for rent approval events
    When a rent is approved
    Then the system shall check the user's notification preference
    And the system shall not send an approval notification to the user",integration_miss,UNREFLECTED,
33,R33,claude-haiku-4-5-20251001,hybrid,R33_3,conflict,EMAIL_LOGISTICS_Barcode_Requirement.txt,"Will first and last names be entered in separate fields? Will we support a middle name?""
      },
      {
        ""author"": ""PM Peter"",
        ""timestamp"": ""2026-02-16T12:58:00Z"",
        ""text"": ""First and last name are separate fields. Middle name is optional.""
      },
      {
        ""author"": ""QA Engineer Marta"",
        ""timestamp"": ""2026-02-16T16:43:00Z"",
        ""text"": ""Do we support double surnames or special characters (e.g. apostrophe in O'Connor)?""
      }
    ],
	""attachments"": [""EMAIL_LEGAL_GDPR_Compliance.txt""]
  },
  {
    ""ticket_id"": ""JIRA-Auth-102"",
    ""summary"": ""Registration - Email uniqueness validation"",
    ""description"": ""Validate that the email address provided during registration is unique and not already associated with an existing account. Uniqueness validation shall be case-insensitive."",
    ""comm

[5] source=G21 type=Gap/SrcChunk hops=2 chunk=25530b133e40baa1 doc=EMAIL_OPS_MixerSpecialRule.txt rel=IN_DOC > IN_DOC
From: ops_lead@toolchain.com
To: dev_l",False,False,2,"Feature: Name Identifier Format Validation
  Scenario: Names support hyphens, accents, and apostrophes with trimmed spacing
    Given a user enters first name ""  Jean-Pierre  "" and last name ""O'Connor""
    When the system validates the name format
    Then leading and trailing spaces should be trimmed
    And hyphens should be allowed in names
    And accents should be allowed in names
    And apostrophes should be allowed in names (e.g., O'Connor)
    And the stored identifier should be ""Jean-Pierre"" and ""O'Connor""",integration_miss,UNREFLECTED,
34,R4,gpt-4o-mini,hybrid,R4_1,supersede,Basic login without MFA,"d.'"",
  ""comments"": [
    {
      ""author"": ""UX Writer Nora"",
      ""timestamp"": ""2026-02-17T09:30:00Z"",
      ""text"": ""Generic messages lead to high drop-off rates. Users think the system is broken if they don't get a specific reason for failure.""
    }
  ]
},
{
  ""ticket_id"": ""JIRA-Auth-116"",
  ""summary"": ""Initial login implementation without MFA"",
  ""description"": ""The first implementation of the login endpoint will support email and password authentication only. Multi-factor authentication (MFA) is part of the security roadmap, but will not be implemented in this sprint. Future iterations should extend the authentication flow to support a second factor when enabled."",
  ""comments"": [
    {
      ""author"": ""Developer Dave"",
      ""timestamp"": ""2026-02-18T10:00:00Z"",
      ""text"": ""Login logic is ready. MFA is not part of this sprint,

[5] source=I8 type=Implementation hops=1 rel=VIOLATES_REQUIREMENT
Basic login without MFA

[6] source=A5 type=Actor/SrcChunk hops=2 chunk=a063be533a62",False,False,3,"Feature: MFA Authentication
  Scenario: User successfully logs in with valid primary and secondary factors
    Given the user has enabled MFA
    And the user provides valid primary authentication
    When the user enters a valid OTP code
    Then the user should be authenticated successfully",integration_miss,SUBTHRESHOLD_PARAPHRASE,
35,R4,claude-haiku-4-5-20251001,hybrid,R4_10,supersede,Basic login without MFA,"d.'"",
  ""comments"": [
    {
      ""author"": ""UX Writer Nora"",
      ""timestamp"": ""2026-02-17T09:30:00Z"",
      ""text"": ""Generic messages lead to high drop-off rates. Users think the system is broken if they don't get a specific reason for failure.""
    }
  ]
},
{
  ""ticket_id"": ""JIRA-Auth-116"",
  ""summary"": ""Initial login implementation without MFA"",
  ""description"": ""The first implementation of the login endpoint will support email and password authentication only. Multi-factor authentication (MFA) is part of the security roadmap, but will not be implemented in this sprint. Future iterations should extend the authentication flow to support a second factor when enabled."",
  ""comments"": [
    {
      ""author"": ""Developer Dave"",
      ""timestamp"": ""2026-02-18T10:00:00Z"",
      ""text"": ""Login logic is ready. MFA is not part of this sprint,

[5] source=I8 type=Implementation hops=1 rel=VIOLATES_REQUIREMENT
Basic login without MFA

[6] source=A5 type=Actor/SrcChunk hops=2 chunk=a063be533a62",False,False,3,"Feature: MFA Capability
  Scenario: System accepts OTP code within valid time window
    Given a user has MFA enabled with time-based OTP
    And the user has successfully authenticated with primary credentials
    When the system generates a time-based OTP code
    And the user provides the OTP code within the valid time window
    Then the system shall accept the OTP code
    And the user shall complete authentication successfully",integration_miss,SUBTHRESHOLD_PARAPHRASE,
36,R49,claude-haiku-4-5-20251001,vector,R49_7,conflict,EMAIL_SUPPORT_Emergency_Override.txt," default as per 2.1.6.""
      }
    ]
  },
  {
  ""ticket_id"": ""JIRA-LIFE-202"",
  ""summary"": ""Implement Automated Post-Rental Availability Logic"",
  ""description"": ""Develop the backend logic that returns equipment to its normal rentable state after the post-rental handling window has elapsed. The implementation must follow the current lifecycle definition and support category-dependent handling durations rather than relying on a single fixed timer."",
  ""status"": ""In Progress"",
  ""attachments"": [""EMAIL_OPS_MixerSpecialRule.txt""],
  ""comments"": [
    {
      ""author"": ""Developer Dave"",
      ""timestamp"": ""2026-02-20T10:00:00Z"",
      ""text"": ""Based on the older lifecycle notes,",False,False,2,"Feature: Rent Activation Validation
  Scenario: Prevent activation of rent record not in Approved status
    Given a rent record exists with status ""Requested""
    When an authorized user attempts to activate the rent record
    Then the activation is rejected
    And the rent record remains in ""Requested"" status",integration_miss,UNREFLECTED,
37,R102d,gpt-4o-mini,hybrid,R102d_8,conflict,Late return penalty calculation,"ot currency scenarios, so I explored a more compact display format there while keeping more precise values in the underlying records. We need confirmation that the user-facing total must always match the persisted billing amount exactly.""
      }
    ]
  },
  {
    ""ticket_id"": ""JIRA-PAY-603"",
    ""summary"": ""Invoice Generation Engine"",
    ""description"": ""Generate invoices for billable rental outcomes, assign stable invoice identif

[6] source=I94b type=Implementation hops=1 rel=CONFLICTS_WITH
Late return penalty calculation

[7] source=R97b type=Requirement hops=1 rel=REFINES
Penalty application rule

[8] source=R97b type=Requirement/SrcChunk hops=1 chunk=88cf695dfa82d282 doc=TOOLCHAIN-CONF-REWARDS&PANELTIES-01.md rel=REFINES
9.2.5 The system shall record loyalty redemption transactions.

## 9.3 Loyalty Tier Management
## 9.3.1 The system shall support configurable loyalty tiers.
## 9.3.2 The system shall assign loyalty tier based on configured thresholds.
## 9.3.3 The system shall a",False,False,4,"Feature: Penalty lateness threshold definition
  Scenario: Ensuring consistency in penalty threshold documentation
    Given the penalty lateness threshold is defined
    When multiple documents are reviewed
    Then all documents should reflect the same threshold",integration_miss,SUBTHRESHOLD_PARAPHRASE,
38,R50,gpt-4o-mini,hybrid,R50_9,conflict,Maintenance period management,"ound an ambiguity in query results after the recent item-management changes. Records that are no longer operationally valid are being surfaced through the same availability wording used for temporarily blocked items, which may mislead users about whether the item is recoverable or simply not rentable at the moment.""
      }
    ]
  },
  {
    ""ticket_id"": ""JIRA-AVAIL-403"",
    ""summary"": ""Manual Availability Restrictions"",
    ""description"": ""Allow authorized users to define manual non-rentable periods and ensure those restrictions take precedence over otherwise rentable time windows."",
    ""status"": ""To Do""
  },
  {
    ""ticket_id"": ""JIRA-AVAIL-404"",
    ""summary"": ""Maintenance Period Management"",
    ""description"": ""Implement maintenance windows for items, ensure those periods block rental activity, and make the item appear non-rentable while the maintenance 

[7] source=I44 type=Implementation/SrcChunk hops=1 chunk=e6716dab172b3183 doc=JIRA-Availability.md rel=CONFLICTS_WITH
: ""Main",False,False,3,"Feature: Item Creation UI with Mandatory Fields
  Scenario: Create a new item with all required attributes
    Given an admin user is on the item creation screen
    When they fill in all required fields
    Then the item should be created successfully with the correct availability-related inputs",integration_miss,UNREFLECTED,
39,R43,claude-haiku-4-5-20251001,hybrid,R43_7,conflict,EMAIL_SUPPORT_Emergency_Override.txt,NO_EVIDENCE,True,True,0,"Feature: Overlap Prevention Rule
  Scenario: System detects partial overlaps
    Given an existing element with defined boundaries
    When attempting to create an element that partially overlaps
    Then the system should identify the partial overlap
    And reject the operation",integration_miss,UNREFLECTED,
40,R70,claude-haiku-4-5-20251001,hybrid,R70_1,conflict,Price calculation logic,NO_EVIDENCE,True,True,0,"Given a system with defined rounding rules
When a positive decimal value 2.5 is rounded
Then the result should follow the same rounding rule as other positive decimal values
And the result should be consistent across multiple operations",integration_miss,UNREFLECTED,
41,R80,claude-haiku-4-5-20251001,vector,R80_10,conflict,Financial report accuracy,".md rel=VECTOR_SIMILARITY
# Documentum ID: TOOLCHAIN-CONF-REPORTING-01
# Description: Reporting and Audit
# Status: Effective

## 7. Reporting and Audit

## 7.1 Rent Reports
## 7.1.1 The system shall allow authorized users to generate reports of rent records.
## 7.1.2 The system shall allow reports to include rent status, item identifier, user identifier, and rental period.
## 7.1.3 The system shall allow filtering of rent reports by date range.
## 7.1.4 The system shall allow filtering of rent reports by rent status.
## 7.1.5 The system shall allow filtering of rent reports by rentable item.

## 7.2 Financial Reports
## 7.2.1 The system shall allow authorized users to generate financial reports.
## 7.2.2 The system shall include payment amounts, payment status, and invoice information in financial reports.
## 7.2.3 The system shall allow filtering financial reports by date range.
## 7.2.4 The system shall ensure financial report accuracy.

## 7.3 User Activity Reports
## 7.3.1 The sys",False,False,3,"Feature: Authoritative Monetary Source Consistency
  Scenario: Authoritative source remains consistent across system boundaries
    Given a transaction processed through multiple systems (order, billing, accounting)
    When the transaction moves between systems
    Then the authoritative monetary source is preserved
    And the currency and amount remain unchanged
    And each system references the same authoritative source
    And no system applies its own currency or conversion without explicit coordination
    And the audit trail shows consistent monetary source across all systems",integration_miss,SUBTHRESHOLD_PARAPHRASE,
42,R2,claude-haiku-4-5-20251001,hybrid,R2_6,supersede,Allow duplicate email for shared inbox,"ead, it should display a generic message: 'If this email is valid, a message has been sent to it.'"",
  ""comments"": [
    {
      ""author"": ""Security Engineer Viktor"",
      ""timestamp"": ""2026-02-16T10:00:00Z"",
      ""text"": ""This is critical for OWA (OWASP) compliance. We cannot leak user existence through the registration form.""
    }
  ]
},
  {
    ""ticket_id"": ""JIRA-Auth-109"",
    ""summary"": ""Authentication gate - Block login for non-Active accounts"",
    ""description"": ""The system shall not allow authentication or platform access for accounts that are not in Active status (e.g., Pending, Suspended, Deleted)."",
    ""comments"": []
  },
  {
    ""ticket_id"": ""JIRA-Auth-1

[12] source=I2 type=Implementation hops=1 rel=AFFECTS
Generic duplicate-email error

[13] source=I3 type=Implementation hops=1 rel=VIOLATES_REQUIREMENT
Allow duplicate email for shared inbox

[14] source=I9 type=Implementation hops=1 rel=AFFECTS
E.164 normalization + strict email validation

[15] source=C41 type=Commu",False,False,5,"Feature: Email Format Validation
  Scenario: User attempts to register with email missing domain extension
    Given a registration form
    When a user attempts to register with email ""user@example""
    Then the registration should fail
    And the system should display an error message indicating invalid email format
    And no new account should be created",integration_miss,UNREFLECTED,
43,R49,claude-haiku-4-5-20251001,hybrid,R49_3,conflict,EMAIL_SUPPORT_Emergency_Override.txt," default as per 2.1.6.""
      }
    ]
  },
  {
  ""ticket_id"": ""JIRA-LIFE-202"",
  ""summary"": ""Implement Automated Post-Rental Availability Logic"",
  ""description"": ""Develop the backend logic that returns equipment to its normal rentable state after the post-rental handling window has elapsed. The implementation must follow the current lifecycle definition and support category-dependent handling durations rather than relying on a single fixed timer."",
  ""status"": ""In Progress"",
  ""attachments"": [""EMAIL_OPS_MixerSpecialRule.txt""],
  ""comments"": [
    {
      ""author"": ""Developer Dave"",
      ""timestamp"": ""2026-02-20T10:00:00Z"",
      ""text"": ""Based on the older lifecycle notes,

[12] source=3453478160ad1947 type=SrcDoc hops=2 rel=IN_DOC > IN_DOC
TOOLCHAIN-CONF-RENT-01-v1.2.md

[13] source=7b0e51a20f72afa4 type=SrcDoc hops=2 rel=IN_DOC > IN_DOC
TOOLCHAIN-CONF-RENT-01.md

[14] source=9dd628a82a09c2ba type=SrcDoc hops=2 rel=IN_DOC > IN_DOC
TOOLCHAIN-CONF-RENT-01-v1.1.md

[15] source=G81b typ",False,False,2,"Feature: Rent Request Validation
  Scenario: Attempt to create rent request with missing required field
    Given an authenticated user
    And a rentable item is available
    When the user attempts to create a rent request with:
      | Field | Value |
      | Rentable Item | Item-001 |
      | Rental Start Date | 2025-02-01 |
      | Rental End Date | <missing> |
    Then the rent request creation is rejected
    And an error message indicates missing required field 'Rental End Date'",integration_miss,UNREFLECTED,
44,R63,claude-haiku-4-5-20251001,hybrid,R63_3,conflict,EMAIL_FINANCE_MultiCurrency_HACK.txt,NO_EVIDENCE,True,True,0,"Feature: Calculation Accuracy
  Scenario: Basic multiplication produces accurate result
    Given a calculation system
    When I multiply 6 by 7
    Then the result should be 42",integration_miss,UNREFLECTED,
45,R63,gpt-4o-mini,vector,R63_3,conflict,EMAIL_FINANCE_MultiCurrency_HACK.txt,"[1] source=25530b133e40baa1 type=SrcChunk hops=0 score=0.6280 chunk=25530b133e40baa1 doc=EMAIL_OPS_MixerSpecialRule.txt rel=VECTOR_SIMILARITY
From: ops_lead@toolchain.com
To: dev_leads@toolchain.com, pm_team@toolchain.com
Date: 2026-02-20 14:00
Subject: URGENT: Special Maintenance Rule for Concrete Mixers

Hi Team,

Regardless of what the current SRS (v1.2) says about the dynamic Maintenance Matrix, we have an emergency with Concrete Mixers. 120 minutes is absolutely not enough for proper cleaning/maintenance.

Effective immediately:
- Concrete Mixers MUST have a 12-hour (720 min) m",False,False,2,"Feature: Calculation accuracy rule
  Scenario: Validate that maintenance time does not exceed maximum allowed
    Given a concrete mixer with a maintenance window of 12 hours
    When a maintenance schedule is created for 13 hours
    Then an error should be raised indicating the time exceeds the maximum allowed",integration_miss,WRONG_DIRECTION_RESOLUTION,
46,R49,claude-haiku-4-5-20251001,hybrid,R49_4,conflict,EMAIL_SUPPORT_Emergency_Override.txt," default as per 2.1.6.""
      }
    ]
  },
  {
  ""ticket_id"": ""JIRA-LIFE-202"",
  ""summary"": ""Implement Automated Post-Rental Availability Logic"",
  ""description"": ""Develop the backend logic that returns equipment to its normal rentable state after the post-rental handling window has elapsed. The implementation must follow the current lifecycle definition and support category-dependent handling durations rather than relying on a single fixed timer."",
  ""status"": ""In Progress"",
  ""attachments"": [""EMAIL_OPS_MixerSpecialRule.txt""],
  ""comments"": [
    {
      ""author"": ""Developer Dave"",
      ""timestamp"": ""2026-02-20T10:00:00Z"",
      ""text"": ""Based on the older lifecycle notes,

[12] source=3453478160ad1947 type=SrcDoc hops=2 rel=IN_DOC > IN_DOC
TOOLCHAIN-CONF-RENT-01-v1.2.md

[13] source=7b0e51a20f72afa4 type=SrcDoc hops=2 rel=IN_DOC > IN_DOC
TOOLCHAIN-CONF-RENT-01.md

[14] source=9dd628a82a09c2ba type=SrcDoc hops=2 rel=IN_DOC > IN_DOC
TOOLCHAIN-CONF-RENT-01-v1.1.md

[15] source=G81b typ",False,False,2,"Feature: Rent Request Approval
  Scenario: Authorized user approves a rent request
    Given an authorized user
    And a rent request with status 'Requested'
    When the authorized user approves the rent request
    Then the rent status transitions to 'Approved'
    And the rent record is locked for modification",integration_miss,UNREFLECTED,
47,R80,gpt-4o-mini,graph,R80_9,conflict,EMAIL_DATA_Internal_Audit_Discrepancy.txt,"[1] source=R80 type=Requirement/SrcChunk hops=0 chunk=c9549ababe52be5f doc=EMAIL_DATA_Internal_Audit_Discrepancy.txt rel=TARGET
From: internal_audit@toolchain.com
Date: 2026-03-08 14:00
Subject: Review findings on reporting consistency

Hi Dev Team,

During our recent reporting review, we found several consistency issues that need clarification before the reporting package can be considered reliable for audit use.

First, the financial outputs do not appear to align cleanly across all billing contexts. In some cases, the figures shown in reports, exported files, and bi",False,False,2,"Feature: Accuracy of billing records
  Scenario: Record a billing entry
    Given the authoritative monetary source is confirmed
    When a billing entry is recorded
    Then the billing entry should reflect the authoritative monetary source accurately",integration_miss,SUBTHRESHOLD_PARAPHRASE,
48,R33,claude-haiku-4-5-20251001,hybrid,R33_10,conflict,EMAIL_LOGISTICS_Barcode_Requirement.txt,"Will first and last names be entered in separate fields? Will we support a middle name?""
      },
      {
        ""author"": ""PM Peter"",
        ""timestamp"": ""2026-02-16T12:58:00Z"",
        ""text"": ""First and last name are separate fields. Middle name is optional.""
      },
      {
        ""author"": ""QA Engineer Marta"",
        ""timestamp"": ""2026-02-16T16:43:00Z"",
        ""text"": ""Do we support double surnames or special characters (e.g. apostrophe in O'Connor)?""
      }
    ],
	""attachments"": [""EMAIL_LEGAL_GDPR_Compliance.txt""]
  },
  {
    ""ticket_id"": ""JIRA-Auth-102"",
    ""summary"": ""Registration - Email uniqueness validation"",
    ""description"": ""Validate that the email address provided during registration is unique and not already associated with an existing account. Uniqueness validation shall be case-insensitive."",
    ""comm

[5] source=G21 type=Gap/SrcChunk hops=2 chunk=25530b133e40baa1 doc=EMAIL_OPS_MixerSpecialRule.txt rel=IN_DOC > IN_DOC
From: ops_lead@toolchain.com
To: dev_l",False,False,2,"Feature: Identifier Format Error Messaging
  Scenario: Invalid identifier format produces clear error guidance
    Given the item management screen is open
    When a user attempts to create an item with an identifier that violates format rules
    Then the system displays an error message
    And the error message clearly indicates what format is required
    And the error message provides guidance on how to correct the identifier",integration_miss,UNREFLECTED,
49,R58c,gpt-4o-mini,hybrid,R58c_9,conflict,EMAIL_MARKETING_Newsletter_Force.txt,NO_EVIDENCE,True,True,0,"Feature: Notification Preferences
  Scenario: User receives notifications according to set preferences
    Given the user has set notification preference to 'Email'
    When an event occurs that triggers a notification
    Then the user should receive an email notification",integration_miss,UNREFLECTED,
50,R80,gpt-4o-mini,hybrid,R80_5,conflict,EMAIL_DATA_Internal_Audit_Discrepancy.txt,NO_EVIDENCE,True,True,0,"Feature: Authoritative monetary source consistency
  Scenario: Fallback to authoritative source when primary source fails
    Given the primary monetary source is unavailable
    When I attempt to retrieve monetary values
    Then the system should fallback to the authoritative source",integration_miss,UNREFLECTED,
51,R50,gpt-4o-mini,graph,R50_1,conflict,Maintenance period management,"ound an ambiguity in query results after the recent item-management changes. Records that are no longer operationally valid are being surfaced through the same availability wording used for temporarily blocked items, which may mislead users about whether the item is recoverable or simply not rentable at the moment.""
      }
    ]
  },
  {
    ""ticket_id"": ""JIRA-AVAIL-403"",
    ""summary"": ""Manual Availability Restrictions"",
    ""description"": ""Allow authorized users to define manual non-rentable periods and ensure those restrictions take precedence over otherwise rentable time windows."",
    ""status"": ""To Do""
  },
  {
    ""ticket_id"": ""JIRA-AVAIL-404"",
    ""summary"": ""Maintenance Period Management"",
    ""description"": ""Implement maintenance windows for items, ensure those periods block rental activity, and make the item appear non-rentable while the maintenance 

[7] source=I44 type=Implementation/SrcChunk hops=1 chunk=e6716dab172b3183 doc=JIRA-Availability.md rel=CONFLICTS_WITH
: ""Main",False,False,3,"Feature: Real-time availability updates
  Scenario: User creates a new rent record
    Given an item is available for rent
    When a user creates a rent record for the item
    Then the availability status of the item should be updated to unavailable
    And the system should reflect this change in real time",integration_miss,UNREFLECTED,
52,R58c,gpt-4o-mini,vector,R58c_4,conflict,EMAIL_MARKETING_Newsletter_Force.txt,"[1] source=25530b133e40baa1 type=SrcChunk hops=0 score=0.6147 chunk=25530b133e40baa1 doc=EMAIL_OPS_MixerSpecialRule.txt rel=VECTOR_SIMILARITY
From: ops_lead@toolchain.com
To: dev_leads@toolchain.com, pm_team@toolchain.com
Date: 2026-02-20 14:00
Subject: URGENT: Special Maintenance Rule for Concrete Mixers

Hi Team,

Regardless of what the current SRS (v1.2) says about the dynamic Maintenance Matrix, we have an emergency with Concrete Mixers. 120 minutes is absolutely not enough for proper cleaning/maintenance.

Effective immediately:
- Concrete Mixers MUST have a 12-hour (720 min) m",False,False,2,"Feature: Notification Content Validation
  Scenario: Check content of maintenance notifications
    Given a maintenance notification is generated for a concrete mixer
    When the notification is reviewed
    Then it should contain details of the maintenance event",integration_miss,UNREFLECTED,
53,R50,gpt-4o-mini,hybrid,R50_7,conflict,Availability query API,NO_EVIDENCE,True,True,0,"Feature: Availability State Semantics Separation
  Scenario: Handling simultaneous states
    Given the system can only be in one availability state at a time
    When an attempt is made to set multiple states simultaneously
    Then the system should reject the request and maintain the current state",integration_miss,UNREFLECTED,
54,R49,claude-haiku-4-5-20251001,hybrid,R49_6,conflict,EMAIL_SUPPORT_Emergency_Override.txt,NO_EVIDENCE,True,True,0,"Feature: Requested-rent reservation
  Scenario: Retrieve details of a requested rent reservation
    Given a user has an active reservation
    When the user requests the reservation details
    Then the system should return the reservation ID
    And the reservation status should be displayed
    And the reservation timestamp should be shown
    And the requested rent details should be included",integration_miss,UNREFLECTED,
55,R80,gpt-4o-mini,vector,R80_7,conflict,EMAIL_DATA_Internal_Audit_Discrepancy.txt,"[1] source=25530b133e40baa1 type=SrcChunk hops=0 score=0.6170 chunk=25530b133e40baa1 doc=EMAIL_OPS_MixerSpecialRule.txt rel=VECTOR_SIMILARITY
From: ops_lead@toolchain.com
To: dev_leads@toolchain.com, pm_team@toolchain.com
Date: 2026-02-20 14:00
Subject: URGENT: Special Maintenance Rule for Concrete Mixers

Hi Team,

Regardless of what the current SRS (v1.2) says about the dynamic Maintenance Matrix, we have an emergency with Concrete Mixers. 120 minutes is absolutely not enough for proper cleaning/maintenance.

Effective immediately:
- Concrete Mixers MUST have a 12-hour (720 min) m",False,False,2,"Feature: Authoritative monetary source consistency
  Scenario: No conflicts in source usage
    Given the authoritative monetary source is set
    When pricing and billing presentations are generated
    Then there must be no conflicts in the usage of the authoritative monetary source",integration_miss,UNREFLECTED,
56,R50,claude-haiku-4-5-20251001,vector,R50_8,conflict,Availability query API,"current availability specification and avoid relying on outdated uniform timing assumptions."",
    ""status"": ""Closed"",
    ""comments"": [
      {
        ""author"": ""Developer Dave"",
        ""timestamp"": ""2026-02-23T09:00:00Z"",
        ""text"": ""Completed the overlap checks and lifecycle-triggered refresh flow. One implementation note: an earlier discussion suggested using a single fallback delay after certain rental events, so I initially followed that interpretation before rechecking the current availability rules.""
      }
    ]
  },
  {
    ""ticket_id"": ""JIRA-AVAIL-402"",
    ""summary"": ""Availability Query API"",
    ""description"": ""Develop the endpoint for checking whether an item can be rented within a requested period, ensuring the response reflects the latest rental and item-state information at query time."",
    ""status"": ""In Pro

[24] source=91e709a501470e81 type=SrcChunk hops=0 score=0.6828 chunk=91e709a501470e81 doc=JIRA-Item.md rel=VECTOR_SIMILARITY
f rather than the formal wor",False,False,3,"Feature: Availability state semantics separation
  Scenario: Authorized user defines availability restriction
    Given an authorized user has permission to manage availability
    And an item exists in the system
    When the authorized user defines an availability restriction for the item
    Then the restriction should be created successfully
    And the item should become unavailable for the restricted period",integration_miss,UNREFLECTED,
